"PMMID","MeterName","kWh","DateTime"
32,"MDB4-2",81909182,2017-05-19 16:39:00
29,"MDB2-1",2227223,2017-05-19 16:38:00
26,"MDB7-2",3886332,2017-05-19 16:38:00
35,"MDB6-1",1868144,2017-05-19 16:38:00
25,"MDB7-1",1508113,2017-05-19 16:38:00
32,"MDB4-2",81909162,2017-05-19 16:38:00
36,"MDB4-1",2129631,2017-05-19 16:38:00
175,"MDB3-1",308520,2017-05-19 16:38:00
30,"MDB3-2",876579,2017-05-19 16:38:00
28,"MDB1-1",2417888,2017-05-19 16:38:00
29,"MDB2-1",2227209,2017-05-19 16:37:00
26,"MDB7-2",3886326,2017-05-19 16:37:00
33,"MDB2-3",7176069,2017-05-19 16:37:00
35,"MDB6-1",1868133,2017-05-19 16:37:00
37,"MDB5-1",121957,2017-05-19 16:37:00
34,"MDB6-2",2425401,2017-05-19 16:37:00
32,"MDB4-2",81909142,2017-05-19 16:37:00
30,"MDB3-2",876579,2017-05-19 16:37:00
36,"MDB4-1",2129621,2017-05-19 16:37:00
175,"MDB3-1",308512,2017-05-19 16:37:00
28,"MDB1-1",2417872,2017-05-19 16:37:00
25,"MDB7-1",1508104,2017-05-19 16:37:00
29,"MDB2-1",2227194,2017-05-19 16:36:00
26,"MDB7-2",3886321,2017-05-19 16:36:00
35,"MDB6-1",1868123,2017-05-19 16:36:00
31,"MDB2-2",1485290,2017-05-19 16:36:00
37,"MDB5-1",121956,2017-05-19 16:36:00
33,"MDB2-3",7176066,2017-05-19 16:36:00
34,"MDB6-2",2425387,2017-05-19 16:36:00
175,"MDB3-1",308504,2017-05-19 16:36:00
36,"MDB4-1",2129610,2017-05-19 16:36:00
30,"MDB3-2",876579,2017-05-19 16:36:00
28,"MDB1-1",2417857,2017-05-19 16:36:00
32,"MDB4-2",81909121,2017-05-19 16:36:00
25,"MDB7-1",1508095,2017-05-19 16:36:00
29,"MDB2-1",2227179,2017-05-19 16:35:00
26,"MDB7-2",3886315,2017-05-19 16:35:00
31,"MDB2-2",1485280,2017-05-19 16:35:00
33,"MDB2-3",7176063,2017-05-19 16:35:00
37,"MDB5-1",121955,2017-05-19 16:35:00
34,"MDB6-2",2425373,2017-05-19 16:35:00
35,"MDB6-1",1868111,2017-05-19 16:35:00
175,"MDB3-1",308496,2017-05-19 16:35:00
30,"MDB3-2",876579,2017-05-19 16:35:00
28,"MDB1-1",2417842,2017-05-19 16:35:00
36,"MDB4-1",2129601,2017-05-19 16:35:00
32,"MDB4-2",81909101,2017-05-19 16:35:00
25,"MDB7-1",1508085,2017-05-19 16:35:00
29,"MDB2-1",2227165,2017-05-19 16:34:00
26,"MDB7-2",3886310,2017-05-19 16:34:00
37,"MDB5-1",121954,2017-05-19 16:34:00
31,"MDB2-2",1485271,2017-05-19 16:34:00
35,"MDB6-1",1868101,2017-05-19 16:34:00
30,"MDB3-2",876579,2017-05-19 16:34:00
28,"MDB1-1",2417826,2017-05-19 16:34:00
25,"MDB7-1",1508076,2017-05-19 16:34:00
36,"MDB4-1",2129591,2017-05-19 16:34:00
32,"MDB4-2",81909080,2017-05-19 16:34:00
175,"MDB3-1",308488,2017-05-19 16:34:00
29,"MDB2-1",2227150,2017-05-19 16:33:00
26,"MDB7-2",3886303,2017-05-19 16:33:00
35,"MDB6-1",1868091,2017-05-19 16:33:00
31,"MDB2-2",1485261,2017-05-19 16:33:00
37,"MDB5-1",121953,2017-05-19 16:33:00
34,"MDB6-2",2425344,2017-05-19 16:33:00
30,"MDB3-2",876579,2017-05-19 16:33:00
175,"MDB3-1",308480,2017-05-19 16:33:00
28,"MDB1-1",2417810,2017-05-19 16:33:00
36,"MDB4-1",2129581,2017-05-19 16:33:00
25,"MDB7-1",1508067,2017-05-19 16:33:00
32,"MDB4-2",81909060,2017-05-19 16:33:00
29,"MDB2-1",2227135,2017-05-19 16:32:00
26,"MDB7-2",3886299,2017-05-19 16:32:00
33,"MDB2-3",7176053,2017-05-19 16:32:00
35,"MDB6-1",1868079,2017-05-19 16:32:00
31,"MDB2-2",1485251,2017-05-19 16:32:00
34,"MDB6-2",2425329,2017-05-19 16:32:00
37,"MDB5-1",121952,2017-05-19 16:32:00
30,"MDB3-2",876579,2017-05-19 16:32:00
28,"MDB1-1",2417794,2017-05-19 16:32:00
32,"MDB4-2",81909039,2017-05-19 16:32:00
25,"MDB7-1",1508058,2017-05-19 16:32:00
175,"MDB3-1",308471,2017-05-19 16:32:00
36,"MDB4-1",2129570,2017-05-19 16:32:00
26,"MDB7-2",3886292,2017-05-19 16:31:00
34,"MDB6-2",2425314,2017-05-19 16:31:00
35,"MDB6-1",1868069,2017-05-19 16:31:00
31,"MDB2-2",1485242,2017-05-19 16:31:00
37,"MDB5-1",121951,2017-05-19 16:31:00
30,"MDB3-2",876579,2017-05-19 16:31:00
32,"MDB4-2",81909018,2017-05-19 16:31:00
36,"MDB4-1",2129560,2017-05-19 16:31:00
175,"MDB3-1",308463,2017-05-19 16:31:00
25,"MDB7-1",1508049,2017-05-19 16:31:00
28,"MDB1-1",2417779,2017-05-19 16:31:00
29,"MDB2-1",2227107,2017-05-19 16:30:00
26,"MDB7-2",3886287,2017-05-19 16:30:00
35,"MDB6-1",1868059,2017-05-19 16:30:00
37,"MDB5-1",121950,2017-05-19 16:30:00
33,"MDB2-3",7176047,2017-05-19 16:30:00
36,"MDB4-1",2129550,2017-05-19 16:30:00
25,"MDB7-1",1508039,2017-05-19 16:30:00
30,"MDB3-2",876579,2017-05-19 16:30:00
28,"MDB1-1",2417764,2017-05-19 16:30:00
175,"MDB3-1",308455,2017-05-19 16:30:00
32,"MDB4-2",81908997,2017-05-19 16:30:00
26,"MDB7-2",3886281,2017-05-19 16:29:00
34,"MDB6-2",2425284,2017-05-19 16:29:00
37,"MDB5-1",121949,2017-05-19 16:29:00
31,"MDB2-2",1485222,2017-05-19 16:29:00
33,"MDB2-3",7176044,2017-05-19 16:29:00
35,"MDB6-1",1868048,2017-05-19 16:29:00
32,"MDB4-2",81908976,2017-05-19 16:29:00
28,"MDB1-1",2417748,2017-05-19 16:29:00
25,"MDB7-1",1508030,2017-05-19 16:29:00
175,"MDB3-1",308447,2017-05-19 16:29:00
36,"MDB4-1",2129539,2017-05-19 16:29:00
30,"MDB3-2",876579,2017-05-19 16:29:00
29,"MDB2-1",2227076,2017-05-19 16:28:00
26,"MDB7-2",3886277,2017-05-19 16:28:00
37,"MDB5-1",121948,2017-05-19 16:28:00
35,"MDB6-1",1868037,2017-05-19 16:28:00
31,"MDB2-2",1485213,2017-05-19 16:28:00
34,"MDB6-2",2425269,2017-05-19 16:28:00
175,"MDB3-1",308439,2017-05-19 16:28:00
32,"MDB4-2",81908955,2017-05-19 16:28:00
30,"MDB3-2",876579,2017-05-19 16:28:00
28,"MDB1-1",2417733,2017-05-19 16:28:00
25,"MDB7-1",1508021,2017-05-19 16:28:00
36,"MDB4-1",2129528,2017-05-19 16:28:00
26,"MDB7-2",3886271,2017-05-19 16:27:00
34,"MDB6-2",2425254,2017-05-19 16:27:00
33,"MDB2-3",7176038,2017-05-19 16:27:00
37,"MDB5-1",121947,2017-05-19 16:27:00
175,"MDB3-1",308431,2017-05-19 16:27:00
30,"MDB3-2",876579,2017-05-19 16:27:00
32,"MDB4-2",81908934,2017-05-19 16:27:00
28,"MDB1-1",2417717,2017-05-19 16:27:00
36,"MDB4-1",2129517,2017-05-19 16:27:00
25,"MDB7-1",1508012,2017-05-19 16:27:00
29,"MDB2-1",2227047,2017-05-19 16:26:00
26,"MDB7-2",3886266,2017-05-19 16:26:00
33,"MDB2-3",7176035,2017-05-19 16:26:00
35,"MDB6-1",1868016,2017-05-19 16:26:00
31,"MDB2-2",1485194,2017-05-19 16:26:00
34,"MDB6-2",2425239,2017-05-19 16:26:00
37,"MDB5-1",121946,2017-05-19 16:26:00
175,"MDB3-1",308422,2017-05-19 16:26:00
36,"MDB4-1",2129507,2017-05-19 16:26:00
28,"MDB1-1",2417702,2017-05-19 16:26:00
32,"MDB4-2",81908912,2017-05-19 16:26:00
30,"MDB3-2",876579,2017-05-19 16:26:00
25,"MDB7-1",1508003,2017-05-19 16:26:00
26,"MDB7-2",3886260,2017-05-19 16:25:00
34,"MDB6-2",2425224,2017-05-19 16:25:00
31,"MDB2-2",1485184,2017-05-19 16:25:00
37,"MDB5-1",121945,2017-05-19 16:25:00
175,"MDB3-1",308414,2017-05-19 16:25:00
30,"MDB3-2",876579,2017-05-19 16:25:00
36,"MDB4-1",2129497,2017-05-19 16:25:00
25,"MDB7-1",1507994,2017-05-19 16:25:00
28,"MDB1-1",2417687,2017-05-19 16:25:00
32,"MDB4-2",81908892,2017-05-19 16:25:00
29,"MDB2-1",2227020,2017-05-19 16:24:00
26,"MDB7-2",3886255,2017-05-19 16:24:00
37,"MDB5-1",121944,2017-05-19 16:24:00
33,"MDB2-3",7176028,2017-05-19 16:24:00
31,"MDB2-2",1485174,2017-05-19 16:24:00
34,"MDB6-2",2425208,2017-05-19 16:24:00
30,"MDB3-2",876579,2017-05-19 16:24:00
175,"MDB3-1",308406,2017-05-19 16:24:00
28,"MDB1-1",2417671,2017-05-19 16:24:00
25,"MDB7-1",1507985,2017-05-19 16:24:00
36,"MDB4-1",2129486,2017-05-19 16:24:00
32,"MDB4-2",81908871,2017-05-19 16:24:00
29,"MDB2-1",2227005,2017-05-19 16:23:00
26,"MDB7-2",3886249,2017-05-19 16:23:00
33,"MDB2-3",7176025,2017-05-19 16:23:00
34,"MDB6-2",2425194,2017-05-19 16:23:00
31,"MDB2-2",1485165,2017-05-19 16:23:00
37,"MDB5-1",121942,2017-05-19 16:23:00
35,"MDB6-1",1867985,2017-05-19 16:23:00
30,"MDB3-2",876579,2017-05-19 16:23:00
36,"MDB4-1",2129475,2017-05-19 16:23:00
32,"MDB4-2",81908850,2017-05-19 16:23:00
25,"MDB7-1",1507975,2017-05-19 16:23:00
175,"MDB3-1",308398,2017-05-19 16:23:00
28,"MDB1-1",2417656,2017-05-19 16:23:00
29,"MDB2-1",2226990,2017-05-19 16:22:00
26,"MDB7-2",3886243,2017-05-19 16:22:00
31,"MDB2-2",1485155,2017-05-19 16:22:00
35,"MDB6-1",1867974,2017-05-19 16:22:00
34,"MDB6-2",2425179,2017-05-19 16:22:00
32,"MDB4-2",81908829,2017-05-19 16:22:00
28,"MDB1-1",2417640,2017-05-19 16:22:00
30,"MDB3-2",876579,2017-05-19 16:22:00
36,"MDB4-1",2129465,2017-05-19 16:22:00
175,"MDB3-1",308390,2017-05-19 16:22:00
25,"MDB7-1",1507966,2017-05-19 16:22:00
29,"MDB2-1",2226976,2017-05-19 16:21:00
26,"MDB7-2",3886238,2017-05-19 16:21:00
37,"MDB5-1",121940,2017-05-19 16:21:00
33,"MDB2-3",7176019,2017-05-19 16:21:00
34,"MDB6-2",2425164,2017-05-19 16:21:00
31,"MDB2-2",1485146,2017-05-19 16:21:00
35,"MDB6-1",1867964,2017-05-19 16:21:00
28,"MDB1-1",2417625,2017-05-19 16:21:00
25,"MDB7-1",1507957,2017-05-19 16:21:00
30,"MDB3-2",876579,2017-05-19 16:21:00
36,"MDB4-1",2129455,2017-05-19 16:21:00
32,"MDB4-2",81908808,2017-05-19 16:21:00
175,"MDB3-1",308382,2017-05-19 16:21:00
26,"MDB7-2",3886233,2017-05-19 16:20:00
33,"MDB2-3",7176016,2017-05-19 16:20:00
34,"MDB6-2",2425149,2017-05-19 16:20:00
31,"MDB2-2",1485136,2017-05-19 16:20:00
28,"MDB1-1",2417609,2017-05-19 16:20:00
25,"MDB7-1",1507948,2017-05-19 16:20:00
30,"MDB3-2",876579,2017-05-19 16:20:00
32,"MDB4-2",81908787,2017-05-19 16:20:00
175,"MDB3-1",308373,2017-05-19 16:20:00
36,"MDB4-1",2129444,2017-05-19 16:20:00
26,"MDB7-2",3886227,2017-05-19 16:19:00
33,"MDB2-3",7176013,2017-05-19 16:19:00
31,"MDB2-2",1485127,2017-05-19 16:19:00
34,"MDB6-2",2425134,2017-05-19 16:19:00
35,"MDB6-1",1867943,2017-05-19 16:19:00
28,"MDB1-1",2417594,2017-05-19 16:19:00
25,"MDB7-1",1507939,2017-05-19 16:19:00
175,"MDB3-1",308365,2017-05-19 16:19:00
30,"MDB3-2",876579,2017-05-19 16:19:00
32,"MDB4-2",81908766,2017-05-19 16:19:00
36,"MDB4-1",2129433,2017-05-19 16:19:00
26,"MDB7-2",3886222,2017-05-19 16:18:00
35,"MDB6-1",1867933,2017-05-19 16:18:00
34,"MDB6-2",2425119,2017-05-19 16:18:00
33,"MDB2-3",7176009,2017-05-19 16:18:00
25,"MDB7-1",1507930,2017-05-19 16:18:00
30,"MDB3-2",876579,2017-05-19 16:18:00
36,"MDB4-1",2129423,2017-05-19 16:18:00
175,"MDB3-1",308357,2017-05-19 16:18:00
32,"MDB4-2",81908745,2017-05-19 16:18:00
28,"MDB1-1",2417578,2017-05-19 16:18:00
29,"MDB2-1",2226918,2017-05-19 16:17:00
26,"MDB7-2",3886216,2017-05-19 16:17:00
33,"MDB2-3",7176007,2017-05-19 16:17:00
35,"MDB6-1",1867922,2017-05-19 16:17:00
31,"MDB2-2",1485107,2017-05-19 16:17:00
25,"MDB7-1",1507921,2017-05-19 16:17:00
32,"MDB4-2",81908724,2017-05-19 16:17:00
175,"MDB3-1",308349,2017-05-19 16:17:00
30,"MDB3-2",876579,2017-05-19 16:17:00
36,"MDB4-1",2129413,2017-05-19 16:17:00
28,"MDB1-1",2417562,2017-05-19 16:17:00
29,"MDB2-1",2226904,2017-05-19 16:16:00
26,"MDB7-2",3886212,2017-05-19 16:16:00
31,"MDB2-2",1485098,2017-05-19 16:16:00
34,"MDB6-2",2425090,2017-05-19 16:16:00
35,"MDB6-1",1867912,2017-05-19 16:16:00
33,"MDB2-3",7176003,2017-05-19 16:16:00
30,"MDB3-2",876579,2017-05-19 16:16:00
25,"MDB7-1",1507911,2017-05-19 16:16:00
28,"MDB1-1",2417546,2017-05-19 16:16:00
175,"MDB3-1",308340,2017-05-19 16:16:00
36,"MDB4-1",2129403,2017-05-19 16:16:00
32,"MDB4-2",81908704,2017-05-19 16:16:00
29,"MDB2-1",2226890,2017-05-19 16:15:00
26,"MDB7-2",3886205,2017-05-19 16:15:00
37,"MDB5-1",121934,2017-05-19 16:15:00
35,"MDB6-1",1867902,2017-05-19 16:15:00
31,"MDB2-2",1485088,2017-05-19 16:15:00
28,"MDB1-1",2417530,2017-05-19 16:15:00
36,"MDB4-1",2129392,2017-05-19 16:15:00
30,"MDB3-2",876579,2017-05-19 16:15:00
175,"MDB3-1",308331,2017-05-19 16:15:00
32,"MDB4-2",81908683,2017-05-19 16:15:00
25,"MDB7-1",1507902,2017-05-19 16:15:00
29,"MDB2-1",2226876,2017-05-19 16:14:00
26,"MDB7-2",3886200,2017-05-19 16:14:00
33,"MDB2-3",7175997,2017-05-19 16:14:00
31,"MDB2-2",1485079,2017-05-19 16:14:00
34,"MDB6-2",2425059,2017-05-19 16:14:00
36,"MDB4-1",2129381,2017-05-19 16:14:00
28,"MDB1-1",2417514,2017-05-19 16:14:00
30,"MDB3-2",876579,2017-05-19 16:14:00
32,"MDB4-2",81908661,2017-05-19 16:14:00
175,"MDB3-1",308323,2017-05-19 16:14:00
25,"MDB7-1",1507893,2017-05-19 16:14:00
26,"MDB7-2",3886194,2017-05-19 16:13:00
33,"MDB2-3",7175994,2017-05-19 16:13:00
31,"MDB2-2",1485069,2017-05-19 16:13:00
175,"MDB3-1",308314,2017-05-19 16:13:00
28,"MDB1-1",2417498,2017-05-19 16:13:00
30,"MDB3-2",876579,2017-05-19 16:13:00
25,"MDB7-1",1507884,2017-05-19 16:13:00
36,"MDB4-1",2129370,2017-05-19 16:13:00
32,"MDB4-2",81908640,2017-05-19 16:13:00
26,"MDB7-2",3886190,2017-05-19 16:12:00
31,"MDB2-2",1485060,2017-05-19 16:12:00
34,"MDB6-2",2425030,2017-05-19 16:12:00
35,"MDB6-1",1867872,2017-05-19 16:12:00
175,"MDB3-1",308305,2017-05-19 16:12:00
32,"MDB4-2",81908620,2017-05-19 16:12:00
30,"MDB3-2",876579,2017-05-19 16:12:00
28,"MDB1-1",2417482,2017-05-19 16:12:00
25,"MDB7-1",1507875,2017-05-19 16:12:00
36,"MDB4-1",2129360,2017-05-19 16:12:00
29,"MDB2-1",2226830,2017-05-19 16:11:00
26,"MDB7-2",3886185,2017-05-19 16:11:00
33,"MDB2-3",7175988,2017-05-19 16:11:00
34,"MDB6-2",2425015,2017-05-19 16:11:00
36,"MDB4-1",2129349,2017-05-19 16:11:00
25,"MDB7-1",1507866,2017-05-19 16:11:00
28,"MDB1-1",2417466,2017-05-19 16:11:00
175,"MDB3-1",308297,2017-05-19 16:11:00
30,"MDB3-2",876579,2017-05-19 16:11:00
32,"MDB4-2",81908599,2017-05-19 16:11:00
29,"MDB2-1",2226816,2017-05-19 16:10:00
26,"MDB7-2",3886178,2017-05-19 16:10:00
37,"MDB5-1",121928,2017-05-19 16:10:00
35,"MDB6-1",1867851,2017-05-19 16:10:00
25,"MDB7-1",1507857,2017-05-19 16:10:00
30,"MDB3-2",876579,2017-05-19 16:10:00
32,"MDB4-2",81908579,2017-05-19 16:10:00
36,"MDB4-1",2129339,2017-05-19 16:10:00
175,"MDB3-1",308289,2017-05-19 16:10:00
28,"MDB1-1",2417450,2017-05-19 16:10:00
29,"MDB2-1",2226801,2017-05-19 16:09:00
26,"MDB7-2",3886173,2017-05-19 16:09:00
34,"MDB6-2",2424986,2017-05-19 16:09:00
33,"MDB2-3",7175981,2017-05-19 16:09:00
37,"MDB5-1",121927,2017-05-19 16:09:00
35,"MDB6-1",1867840,2017-05-19 16:09:00
31,"MDB2-2",1485031,2017-05-19 16:09:00
28,"MDB1-1",2417434,2017-05-19 16:09:00
32,"MDB4-2",81908558,2017-05-19 16:09:00
30,"MDB3-2",876579,2017-05-19 16:09:00
175,"MDB3-1",308280,2017-05-19 16:09:00
25,"MDB7-1",1507848,2017-05-19 16:09:00
36,"MDB4-1",2129328,2017-05-19 16:09:00
29,"MDB2-1",2226786,2017-05-19 16:08:00
26,"MDB7-2",3886169,2017-05-19 16:08:00
34,"MDB6-2",2424971,2017-05-19 16:08:00
33,"MDB2-3",7175978,2017-05-19 16:08:00
31,"MDB2-2",1485021,2017-05-19 16:08:00
35,"MDB6-1",1867830,2017-05-19 16:08:00
37,"MDB5-1",121926,2017-05-19 16:08:00
175,"MDB3-1",308272,2017-05-19 16:08:00
36,"MDB4-1",2129318,2017-05-19 16:08:00
25,"MDB7-1",1507839,2017-05-19 16:08:00
32,"MDB4-2",81908537,2017-05-19 16:08:00
30,"MDB3-2",876579,2017-05-19 16:08:00
28,"MDB1-1",2417418,2017-05-19 16:08:00
29,"MDB2-1",2226772,2017-05-19 16:07:00
26,"MDB7-2",3886162,2017-05-19 16:07:00
37,"MDB5-1",121925,2017-05-19 16:07:00
31,"MDB2-2",1485012,2017-05-19 16:07:00
35,"MDB6-1",1867819,2017-05-19 16:07:00
32,"MDB4-2",81908516,2017-05-19 16:07:00
30,"MDB3-2",876579,2017-05-19 16:07:00
175,"MDB3-1",308264,2017-05-19 16:07:00
36,"MDB4-1",2129307,2017-05-19 16:07:00
25,"MDB7-1",1507830,2017-05-19 16:07:00
28,"MDB1-1",2417403,2017-05-19 16:07:00
26,"MDB7-2",3886160,2017-05-19 16:06:00
29,"MDB2-1",2226757,2017-05-19 16:06:00
35,"MDB6-1",1867809,2017-05-19 16:06:00
31,"MDB2-2",1485002,2017-05-19 16:06:00
33,"MDB2-3",7175972,2017-05-19 16:06:00
34,"MDB6-2",2424941,2017-05-19 16:06:00
37,"MDB5-1",121924,2017-05-19 16:06:00
30,"MDB3-2",876579,2017-05-19 16:06:00
32,"MDB4-2",81908495,2017-05-19 16:06:00
175,"MDB3-1",308255,2017-05-19 16:06:00
36,"MDB4-1",2129297,2017-05-19 16:06:00
28,"MDB1-1",2417387,2017-05-19 16:06:00
25,"MDB7-1",1507820,2017-05-19 16:06:00
29,"MDB2-1",2226743,2017-05-19 16:05:00
26,"MDB7-2",3886153,2017-05-19 16:05:00
33,"MDB2-3",7175969,2017-05-19 16:05:00
31,"MDB2-2",1484992,2017-05-19 16:05:00
34,"MDB6-2",2424925,2017-05-19 16:05:00
30,"MDB3-2",876579,2017-05-19 16:05:00
175,"MDB3-1",308247,2017-05-19 16:05:00
28,"MDB1-1",2417371,2017-05-19 16:05:00
36,"MDB4-1",2129286,2017-05-19 16:05:00
25,"MDB7-1",1507811,2017-05-19 16:05:00
32,"MDB4-2",81908474,2017-05-19 16:05:00
26,"MDB7-2",3886147,2017-05-19 16:04:00
33,"MDB2-3",7175966,2017-05-19 16:04:00
34,"MDB6-2",2424911,2017-05-19 16:04:00
35,"MDB6-1",1867787,2017-05-19 16:04:00
31,"MDB2-2",1484983,2017-05-19 16:04:00
37,"MDB5-1",121922,2017-05-19 16:04:00
175,"MDB3-1",308238,2017-05-19 16:04:00
30,"MDB3-2",876579,2017-05-19 16:04:00
36,"MDB4-1",2129276,2017-05-19 16:04:00
28,"MDB1-1",2417355,2017-05-19 16:04:00
25,"MDB7-1",1507802,2017-05-19 16:04:00
32,"MDB4-2",81908454,2017-05-19 16:04:00
26,"MDB7-2",3886142,2017-05-19 16:03:00
33,"MDB2-3",7175963,2017-05-19 16:03:00
35,"MDB6-1",1867777,2017-05-19 16:03:00
37,"MDB5-1",121920,2017-05-19 16:03:00
34,"MDB6-2",2424897,2017-05-19 16:03:00
36,"MDB4-1",2129265,2017-05-19 16:03:00
30,"MDB3-2",876579,2017-05-19 16:03:00
28,"MDB1-1",2417340,2017-05-19 16:03:00
25,"MDB7-1",1507793,2017-05-19 16:03:00
175,"MDB3-1",308229,2017-05-19 16:03:00
32,"MDB4-2",81908433,2017-05-19 16:03:00
26,"MDB7-2",3886136,2017-05-19 16:02:00
31,"MDB2-2",1484964,2017-05-19 16:02:00
33,"MDB2-3",7175960,2017-05-19 16:02:00
37,"MDB5-1",121919,2017-05-19 16:02:00
35,"MDB6-1",1867766,2017-05-19 16:02:00
36,"MDB4-1",2129255,2017-05-19 16:02:00
30,"MDB3-2",876579,2017-05-19 16:02:00
25,"MDB7-1",1507784,2017-05-19 16:02:00
175,"MDB3-1",308221,2017-05-19 16:02:00
32,"MDB4-2",81908412,2017-05-19 16:02:00
28,"MDB1-1",2417324,2017-05-19 16:02:00
29,"MDB2-1",2226682,2017-05-19 16:01:00
26,"MDB7-2",3886131,2017-05-19 16:01:00
31,"MDB2-2",1484955,2017-05-19 16:01:00
35,"MDB6-1",1867756,2017-05-19 16:01:00
33,"MDB2-3",7175956,2017-05-19 16:01:00
30,"MDB3-2",876579,2017-05-19 16:01:00
28,"MDB1-1",2417309,2017-05-19 16:01:00
32,"MDB4-2",81908392,2017-05-19 16:01:00
36,"MDB4-1",2129244,2017-05-19 16:01:00
25,"MDB7-1",1507775,2017-05-19 16:01:00
175,"MDB3-1",308212,2017-05-19 16:01:00
29,"MDB2-1",2226667,2017-05-19 16:00:00
26,"MDB7-2",3886125,2017-05-19 16:00:00
35,"MDB6-1",1867745,2017-05-19 16:00:00
34,"MDB6-2",2424854,2017-05-19 16:00:00
31,"MDB2-2",1484944,2017-05-19 16:00:00
33,"MDB2-3",7175953,2017-05-19 16:00:00
36,"MDB4-1",2129234,2017-05-19 16:00:00
30,"MDB3-2",876579,2017-05-19 16:00:00
175,"MDB3-1",308204,2017-05-19 16:00:00
32,"MDB4-2",81908371,2017-05-19 16:00:00
25,"MDB7-1",1507766,2017-05-19 16:00:00
28,"MDB1-1",2417293,2017-05-19 16:00:00
29,"MDB2-1",2226653,2017-05-19 15:59:00
26,"MDB7-2",3886120,2017-05-19 15:59:00
35,"MDB6-1",1867735,2017-05-19 15:59:00
37,"MDB5-1",121915,2017-05-19 15:59:00
31,"MDB2-2",1484935,2017-05-19 15:59:00
34,"MDB6-2",2424839,2017-05-19 15:59:00
33,"MDB2-3",7175950,2017-05-19 15:59:00
36,"MDB4-1",2129224,2017-05-19 15:59:00
25,"MDB7-1",1507756,2017-05-19 15:59:00
32,"MDB4-2",81908351,2017-05-19 15:59:00
30,"MDB3-2",876579,2017-05-19 15:59:00
175,"MDB3-1",308195,2017-05-19 15:59:00
28,"MDB1-1",2417278,2017-05-19 15:59:00
29,"MDB2-1",2226637,2017-05-19 15:58:00
26,"MDB7-2",3886116,2017-05-19 15:58:00
33,"MDB2-3",7175947,2017-05-19 15:58:00
37,"MDB5-1",121914,2017-05-19 15:58:00
35,"MDB6-1",1867724,2017-05-19 15:58:00
34,"MDB6-2",2424824,2017-05-19 15:58:00
30,"MDB3-2",876579,2017-05-19 15:58:00
175,"MDB3-1",308187,2017-05-19 15:58:00
32,"MDB4-2",81908330,2017-05-19 15:58:00
25,"MDB7-1",1507747,2017-05-19 15:58:00
28,"MDB1-1",2417262,2017-05-19 15:58:00
36,"MDB4-1",2129214,2017-05-19 15:58:00
29,"MDB2-1",2226622,2017-05-19 15:57:00
26,"MDB7-2",3886110,2017-05-19 15:57:00
37,"MDB5-1",121913,2017-05-19 15:57:00
34,"MDB6-2",2424811,2017-05-19 15:57:00
33,"MDB2-3",7175944,2017-05-19 15:57:00
31,"MDB2-2",1484916,2017-05-19 15:57:00
35,"MDB6-1",1867713,2017-05-19 15:57:00
36,"MDB4-1",2129204,2017-05-19 15:57:00
32,"MDB4-2",81908309,2017-05-19 15:57:00
25,"MDB7-1",1507738,2017-05-19 15:57:00
175,"MDB3-1",308178,2017-05-19 15:57:00
30,"MDB3-2",876579,2017-05-19 15:57:00
28,"MDB1-1",2417247,2017-05-19 15:57:00
26,"MDB7-2",3886105,2017-05-19 15:56:00
33,"MDB2-3",7175941,2017-05-19 15:56:00
31,"MDB2-2",1484906,2017-05-19 15:56:00
35,"MDB6-1",1867703,2017-05-19 15:56:00
175,"MDB3-1",308170,2017-05-19 15:56:00
32,"MDB4-2",81908288,2017-05-19 15:56:00
25,"MDB7-1",1507729,2017-05-19 15:56:00
30,"MDB3-2",876579,2017-05-19 15:56:00
28,"MDB1-1",2417230,2017-05-19 15:56:00
36,"MDB4-1",2129193,2017-05-19 15:56:00
29,"MDB2-1",2226592,2017-05-19 15:55:00
26,"MDB7-2",3886098,2017-05-19 15:55:00
33,"MDB2-3",7175938,2017-05-19 15:55:00
35,"MDB6-1",1867692,2017-05-19 15:55:00
34,"MDB6-2",2424781,2017-05-19 15:55:00
31,"MDB2-2",1484896,2017-05-19 15:55:00
175,"MDB3-1",308161,2017-05-19 15:55:00
30,"MDB3-2",876579,2017-05-19 15:55:00
36,"MDB4-1",2129183,2017-05-19 15:55:00
28,"MDB1-1",2417215,2017-05-19 15:55:00
32,"MDB4-2",81908266,2017-05-19 15:55:00
25,"MDB7-1",1507720,2017-05-19 15:55:00
29,"MDB2-1",2226576,2017-05-19 15:54:00
26,"MDB7-2",3886094,2017-05-19 15:54:00
35,"MDB6-1",1867682,2017-05-19 15:54:00
31,"MDB2-2",1484887,2017-05-19 15:54:00
37,"MDB5-1",121909,2017-05-19 15:54:00
32,"MDB4-2",81908245,2017-05-19 15:54:00
28,"MDB1-1",2417199,2017-05-19 15:54:00
25,"MDB7-1",1507711,2017-05-19 15:54:00
30,"MDB3-2",876579,2017-05-19 15:54:00
175,"MDB3-1",308153,2017-05-19 15:54:00
36,"MDB4-1",2129173,2017-05-19 15:54:00
29,"MDB2-1",2226562,2017-05-19 15:53:00
26,"MDB7-2",3886088,2017-05-19 15:53:00
33,"MDB2-3",7175932,2017-05-19 15:53:00
34,"MDB6-2",2424751,2017-05-19 15:53:00
35,"MDB6-1",1867670,2017-05-19 15:53:00
37,"MDB5-1",121907,2017-05-19 15:53:00
